_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
5083957,3675,2013,Beginning ASP.NET Databases using C#,"KAUFFMAN,Matt Butler,Eric Mintz,Fabio Claudio Ferrachiati,Jan Narkewicz",Apress,9781861007414,2002.0,7,500.0,Beginning C# Databases,"Morgan Skinner,Jon Reid",Wrox Press,9781861006097.0,2002.0,7.0,656.0
5083987,3675,2112,Beginning ASP.NET Databases using C#,"KAUFFMAN,Matt Butler,Eric Mintz,Fabio Claudio Ferrachiati,Jan Narkewicz",Apress,9781861007414,2002.0,7,500.0,Beginning ASP.Net 4.5 Databases,"Sandeep Chanda,Damien Foggon",Apress,9781430243809.0,2013.0,3.0,280.0
5084024,3675,2230,Beginning ASP.NET Databases using C#,"KAUFFMAN,Matt Butler,Eric Mintz,Fabio Claudio Ferrachiati,Jan Narkewicz",Apress,9781861007414,2002.0,7,500.0,Beginning ASP Databases,"John Kauffman,Thearon Willis",Wrox Press,9781861002723.0,1999.0,1.0,856.0
5084247,3675,2907,Beginning ASP.NET Databases using C#,"KAUFFMAN,Matt Butler,Eric Mintz,Fabio Claudio Ferrachiati,Jan Narkewicz",Apress,9781861007414,2002.0,7,500.0,Beginning ASP.Net Databases Using C#,"Jesudas Chinnathampi,Erix Mintz,John West,James Greenwood,Donald Xie,Brian Matsik,Jan D. Narkiewicz,Matt Butler,Kent Tegels,Jan Narkewicz,Fabio Claudio Ferrachiati,Eric Mintz,Fabio Ferracchiati",Wrox Press,9781861007414.0,2002.0,7.0,480.0
5084383,3675,3282,Beginning ASP.NET Databases using C#,"KAUFFMAN,Matt Butler,Eric Mintz,Fabio Claudio Ferrachiati,Jan Narkewicz",Apress,9781861007414,2002.0,7,500.0,Beginning ASP Databases,"Kevin Spencer,Thearon Willis,John Kauffman",Apress,9781430254270.0,,,856.0
5084496,3675,3612,Beginning ASP.NET Databases using C#,"KAUFFMAN,Matt Butler,Eric Mintz,Fabio Claudio Ferrachiati,Jan Narkewicz",Apress,9781861007414,2002.0,7,500.0,Beginning ASP.Net 2.0 Databases,Damien Foggon,Damien Foggon,9781430201465.0,2006.0,1.0,636.0
5089225,3678,3097,Database Developer's Guide with Visual Basic 3.0,Roger Jennings,Sams,9780672304408,1993.0,12,1130.0,Database Developer's Guide with Visual C++ 4,"Peter Hipson,Roger Jennings",Sams Publishing,9780672309137.0,1996.0,6.0,1000.0
5089388,3678,3436,Database Developer's Guide with Visual Basic 3.0,Roger Jennings,Sams,9780672304408,1993.0,12,1130.0,Database Developer's Guide with Visual Basic 3,Roger Jennings,Sams,9780672304408.0,1994.0,1.0,1130.0
5092436,3681,2510,"Microsoft Visual Basic 2005 for Windows, Mobile, Web, Office, and Database Applications: Comprehensive / Edition 1","Gary B. Shelly,Thomas J. Cashman,Corinne Hoisington",Cengage Learning,9780619254827,2006.0,11,1088.0,"Microsoft Visual Basic 2010 for Windows, Web, Office, and Database Applications: Comprehensive",Gary B. Shelly,Cengage Learning,9780538468473.0,2010.0,9.0,1048.0
5100714,3687,3780,Manual on the Building of Materials Databases,Crystal H. Newton,American Society for Testing & Materials,9780803120525,1993.0,11,105.0,Manual On The Building Of Materials Databases,Crystal H. Newton,ASTM International,9780803120525.0,,,107.0
5101719,3688,2073,Beginning Visual Basic 2005 Databases,Thearon Willis,Wiley,9780764588945,2005.0,11,768.0,Beginning C# 2005 Databases,Karli Watson,Wrox Press,9780470044063.0,2006.0,10.0,501.0
5101996,3688,2558,Beginning Visual Basic 2005 Databases,Thearon Willis,Wiley,9780764588945,2005.0,11,768.0,Beginning Visual Basic 2005 Databases,Thearon Willis,Wrox Press,9780764588945.0,2005.0,10.0,736.0
5105222,3690,2792,Database Design and Development: An Essential Guide for IT Professionals / Edition 1,Paulraj Ponniah,Wiley,9780471218777,2003.0,9,768.0,Database Design and Development: An Essential Guide for It Professionals,Paulraj Ponniah,Wiley-IEEE Press,9780471218777.0,2003.0,4.0,768.0
5108134,3692,3676,SAT Math Level 2 Database Book DA,John Su,CreateSpace Publishing,9781514653104,2015.0,9,422.0,SAT Math Database Book a,John Su,Createspace,9781514610480.0,2015.0,8.0,472.0
5110417,3694,2084,Fuzzy Database Modeling with XML,Zongmin Ma,Springer US,9780387242484,2005.0,2,2005.0,Fuzzy Database Modeling with XML (Advances in Database Systems),Zongmin Ma,,9780387242491.0,,,216.0
5112590,3696,2840,"Databases for Small Business: Essentials of Database Management, Data Analysis, and Staff Training for Entrepreneurs and Professionals",Anna Manning,Apress,9781484202784,2015.0,11,318.0,"Databases for Small Business: Essentials of Database Management, Data Analysis, and Staff Training for Entrepreneurs and Professionals",Anna Manning,Apress,9781484202784.0,2015.0,11.0,318.0
5117399,3699,2756,Systems Design in a Database Environment,"Kenneth S. Brathwaite,Kenmore S. Brathwaite","McGraw-Hill Companies, The",9780070072503,1989.0,5,320.0,Systems Design in a Database Environment,Kenneth S. Brathwaite,McGraw-Hill Companies,9780070072503.0,2000.0,11.0,308.0
5119634,3700,3445,Physical Database Design for SYBASE SQL Server,"Sybase Worldwide Professional Services G,Jean Tabaka,Dean Muench",Prentice Hall Professional Technical Reference,9780131615236,1994.0,10,256.0,Physical Database Design for Sybase SQL Server,"Sybase Worldwide Professional Services G,Jean Tabaka,Sybase Worldwide Professional Services G",Prentice Hall,9780131615236.0,1995.0,1.0,225.0
5119943,3701,2478,Demystifying Databases: A Hands-on Guide to Database Management,Shiva Sukula,Ess Ess Publications,9788170005346,2008.0,10,296.0,Demystifying Databases: A Hands-On Guide to Database Management,Shiva Sukula,Ess Ess Publication,9788170005346.0,2008.0,10.0,296.0
5123041,3703,2216,WordNet: An Electronic Lexical Database,"Christiane Fellbaum,George Miller",MIT Press,9780262061971,1998.0,5,449.0,Wordnet: An Electronic Lexical Database,Christiane Fellbaum,Bradford Book,9780262061971.0,1998.0,5.0,449.0
5127432,3706,2649,Database Support for Software Engineering,A. W. Brown,Wiley,9780470216378,1989.0,11,194.0,Database Support For Software Engineering,Alan Brown,John Wiley & Sons,9780470216378.0,1989.0,11.0,194.0
5127480,3706,2739,Database Support for Software Engineering,A. W. Brown,Wiley,9780470216378,1989.0,11,194.0,Databases for Software Engineering,C. Godart,Prentice Hall,9780130302557.0,1994.0,4.0,155.0
5127686,3706,3146,Database Support for Software Engineering,A. W. Brown,Wiley,9780470216378,1989.0,11,194.0,Database Engineering,"R. Katz,W. Kim,A. Hevner",IEEE Computer Society Press,9780818604881.0,1983.0,8.0,303.0
5127692,3706,3158,Database Support for Software Engineering,A. W. Brown,Wiley,9780470216378,1989.0,11,194.0,Database Engineering,H. Boral,IEEE Computer Society Press,9780818607585.0,1986.0,8.0,334.0
5128634,3707,2021,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning C# 2008 Databases: From Novice to Professional,"James Huddleston,Ranga Raghuram",Apress,9781590599006.0,2007.0,10.0,482.0
5128700,3707,2256,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning Database Design: From Novice to Professional,Clare Churcher,Apress,9781590597699.0,2007.0,2.0,240.0
5128737,3707,2359,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning VB 2008 Databases: From Novice to Professional,"Vidya Vrat Agarwal,James Huddleston",Apress,9781590599471.0,2008.0,4.0,409.0
5128786,3707,2485,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning ASP.NET 2.0 Databases: From Novice to Professional,Damien Foggon,Apress,9781590595770.0,2006.0,5.0,625.0
5128793,3707,2496,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning C# 2005 Databases: From Novice to Professional,"James Huddleston,Syed Fahad Gilani,Ranga Raghuram",Apress,9781590597774.0,2007.0,1.0,500.0
5128901,3707,2843,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning VB 2005 Databases: From Novice to Professional,"James Huddleston,Syed Fahad Gilani",Apress,9781590598108.0,2007.0,3.0,492.0
5128903,3707,2848,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning C# Databases: From Novice to Professional,"James Huddleston,Scott Allen,Ranga Raghuram",Apress,9781590594339.0,2004.0,11.0,648.0
5129149,3707,3561,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",Apress,9781590599006,2008.0,1,482.0,Beginning C# 2008 Databases: From Novice to Professional,"Vidya Vrat Agarwal,James Huddleston,Ranga Raghuram,Fahad Syed Gilani,Hammer Jacob Pedersen,Jon Reid","Springer-Verlag New York, LLC",9781430204503.0,2008.0,1.0,512.0
5131110,3710,3386,Active Rules in Database Systems,Norman W. Paton,Springer New York,9781461264484,2013.0,12,439.0,Active Rules in Database Systems,Norman W Paton,Springer,9781461264484.0,2012.0,9.0,439.0
5133924,3712,2516,Database Design Fundamentals,Michael J. Hernandez,"Pinnacle Publishing, Incorporated",9781880935361,1995.0,8,62.0,Database Design Fundamentals,Michael J. Hernandez,Pinnacle Pub.,9781880935361.0,1995.0,12.0,62.0
5134413,3713,129,Java Database Best Practices,"George Reese,Brett McLaughlin","O'Reilly Media, Incorporated",9780596005221,2003.0,5,288.0,Java Enterprise Best Practices,"O'Reilly Java Authors,O'Reilly Java Authors",O'Reilly Media,9780596003845.0,2002.0,12.0,292.0
5134699,3713,634,Java Database Best Practices,"George Reese,Brett McLaughlin","O'Reilly Media, Incorporated",9780596005221,2003.0,5,288.0,Java Database Best Practices,George Reese,O'Reilly Media,9780596005221.0,2003.0,5.0,288.0
5136156,3713,3611,Java Database Best Practices,"George Reese,Brett McLaughlin","O'Reilly Media, Incorporated",9780596005221,2003.0,5,288.0,Android Database Best Practices,Adam Stroud,Addison-Wesley Professional,9780134437996.0,2016.0,8.0,288.0
5147460,3721,2625,Caching And Materialization For Web Databases,Alexandros Labrinidis,Now Publishers,9781601983244,2010.0,2,112.0,Caching and Materialization for Web Databases,Alexandros Labrinidis,Now Publishers,9781601983244.0,2010.0,2.0,112.0
5149551,3722,3418,Building Database Applications on the Web Using PHP3,"Craig Hilton,Jeff Willis,Jeff Willis,Bjorn Borud",Addison Wesley Professional,9780201657715,1999.0,12,624.0,Building Database Applications on the Web Using PHP3: Complete with Step-By-Step Demonstrations,Craig Hilton,Addison Wesley Longman,9780201657715.0,2000.0,1.0,656.0
5150062,3723,3585,"Advances in Database Technology - EDBT 2002: 8th International Conference on Extending Database Technology, Prague, Czech Republic, March 25-27, Proceedings","Christian S. Jensen,Keith G. Jeffery,Jaroslav Pokorny,Simonas Saltenis,Elisa Bertino",Springer Berlin Heidelberg,9783540433248,2002.0,4,2002.0,"Advances in Database Technology - Edbt 2004: 9th International Conference on Extending Database Technology, Heraklion, Crete, Greece, March 14-18, 2004, Proceedings",Elisa Bertino,Springer,9783540212003.0,2004.0,4.0,882.0
5151254,3725,2358,Database Explorations: Essays on the Third Manifesto and Related Topics,"C. J. Date,Hugh Darwen",Trafford Publishing,9781426937231,2010.0,7,548.0,Database Explorations: Essays on the Third Manifesto and Related Topics,"C.J. Date,Hugh Darwen",Trafford Publishing,9781426937231.0,2010.0,7.0,548.0
5153219,3726,2958,DB2 Universal Database v7.1: Application Development Certification Guide,"Steve Sanyal,Michael Kyprianou,Kevin Gashyna,David Martineau",Pearson Education,9780130913678,2000.0,12,320.0,Db2 Universal Database Certification Guide,Dwaine Snow,,9780130796615.0,,,
5158161,3729,2438,Database Performance Tuning and Optimization: Using Oracle,Sitansu S. Mittra,Springer New York,9781475776973,2013.0,12,489.0,Database Performance Tuning and Optimization,Sitansu S. Mittra,Springer,9781280188503.0,2009.0,7.0,489.0
5159653,3730,2129,Database Machines,"H.-O O. Leilich,M. Missikoff","Springer-Verlag New York, LLC",9780387129594,1983.0,10,344.0,Databases,Behrouz A. Forouzan,Course Technology,9780534391140.0,2006.0,2.0,
5159864,3730,2500,Database Machines,"H.-O O. Leilich,M. Missikoff","Springer-Verlag New York, LLC",9780387129594,1983.0,10,344.0,Databases,Jan Paredaens,Academic Press,9780125449625.0,,,
5161602,3731,2233,Database Security and Auditing: Protecting Data Integrity and Accessibility / Edition 1,Hassan A. Afyouni,Cengage Learning,9780619215590,2005.0,4,448.0,Database Security and Auditing: Protecting Data Integrity and Accessibility,Hassan A. Afyouni,Course Technology,9780619215590.0,2005.0,4.0,429.0
5163679,3733,2034,Database Design Theory,Suzanne L. Leonard,Palgrave Macmillan,9780333538135,1997.0,3,280.0,Database Design,Gio Wiederhold,McGraw-Hill Companies,9780070701328.0,1983.0,3.0,751.0
5163731,3733,2119,Database Design Theory,Suzanne L. Leonard,Palgrave Macmillan,9780333538135,1997.0,3,280.0,Database Design,Naphtali Rishe,McGraw-Hill Companies,9780070529557.0,1992.0,1.0,510.0
5164072,3733,2748,Database Design Theory,Suzanne L. Leonard,Palgrave Macmillan,9780333538135,1997.0,3,280.0,Database Design Theory,M. Leonard,Palgrave,9780333538135.0,1992.0,11.0,276.0
5168276,3736,2834,Models and Lanuages of Object-Oriented Databases,"Georg Lausen,Gottfried Vossen",Addison-Wesley,9780201624311,1997.0,10,218.0,Models and Languages of Object-Oriented Databases,"Georg Lausen,Gottfried Vossen",Addison Wesley Longman,9780201624311.0,1998.0,1.0,218.0
5171004,3738,3173,Databases Illuminated / Edition 3,"Catherine M. Ricardo,Susan D. Urban",Jones & Bartlett Learning,9781284056945,2015.0,8,718.0,Databases Illuminated,Ricardo,Jones & Bartlett Publishers,9781284068788.0,2014.0,8.0,686.0
5174547,3742,1650,Database Management Systems: A Technical Review,A. Mayne,International Publications Service,9780850123234,1982.0,1,220.0,Database Management Systems,"Raghu Ramakrishnan,Johannes Gehrke",McGraw-Hill,9780072465631.0,2002.0,8.0,1104.0
5174819,3742,2202,Database Management Systems: A Technical Review,A. Mayne,International Publications Service,9780850123234,1982.0,1,220.0,Database Management Systems,"Raghu Ramakrishnan,Ramakrishnan",McGraw Hill Higher Education,9780071231510.0,2002.0,9.0,936.0
5174851,3742,2247,Database Management Systems: A Technical Review,A. Mayne,International Publications Service,9780850123234,1982.0,1,220.0,Database Management Systems,Gerald V. Post,McGraw-Hill/Irwin,9780071111805.0,2002.0,,424.0
5175091,3742,2702,Database Management Systems: A Technical Review,A. Mayne,International Publications Service,9780850123234,1982.0,1,220.0,Database Management Systems,Ben Shneiderman,AFIPS Press,9780882830148.0,,,137.0
5175376,3742,3278,Database Management Systems: A Technical Review,A. Mayne,International Publications Service,9780850123234,1982.0,1,220.0,Database Management Systems,Kedar,TECHNICAL PUBLICATIONS,9788184317206.0,,,228.0
5176208,3743,1128,JDBC 3.0: JAVA Database Connectivity,Bernard Van Haecke,Wiley,9780764548758,2002.0,2,600.0,JDBC 3.0: Java Database Connectivity,Bernard Van Haecke,Wiley,9780764548758.0,2002.0,1.0,600.0
5178694,3744,3681,"Modern Database Management: Computer science, Database management","CTI Reviews,Jeffrey Hoffer",Cram101,9781467234788,2016.0,9,44.0,Modern Database Management,Hoffer Topi,Pearson,,,,
5178705,3744,3705,"Modern Database Management: Computer science, Database management","CTI Reviews,Jeffrey Hoffer",Cram101,9781467234788,2016.0,9,44.0,Modern Database Management,Fred R. McFadden,Addison Wesley Longman,9780201383744.0,,,
5181679,3746,3272,Bioinformatics Database Systems,"Kevin Byron,Katherine G. Herbert,Jason T.L. Wang",Taylor & Francis,9781439812471,2016.0,10,300.0,Bioinformatics Database Systems,Jason T.L. Wang,CRC Press,9781439812471.0,2016.0,11.0,300.0
5181806,3746,3660,Bioinformatics Database Systems,"Kevin Byron,Katherine G. Herbert,Jason T.L. Wang",Taylor & Francis,9781439812471,2016.0,10,300.0,Bioinformatics: Databases and Systems,Stanley I. Letovsky,Springer,9781475784053.0,2013.0,3.0,304.0
5182567,3747,2280,Creating Database Web Applications With PHP and ASP / Edition 1,Jeanine Meyer,Cengage Learning,9781584502647,2003.0,6,411.0,Creating Database Web Applications with PHP and ASP,Jeanine Meyer,Charles River Media,9781584502647.0,2003.0,6.0,411.0
5187726,3750,2774,Grid Computing Database: Using Oracle Database,Dr. Peter Archibong,CreateSpace Publishing,9781508623328,2015.0,2,38.0,Grid Computing Database: Using Oracle Database,Dr Peter Archibong,Createspace Independent Publishing Platform,9781508623328.0,2015.0,2.0,38.0
5192316,3755,2337,Database Design and Management: An Applied Approach,Nick Dowling,Continuum International Publishing Group,9780826453907,2001.0,1,128.0,Database Design and Development: A Visual Approach,"Raymond Frost,John Day,Craig Van Slyke",Prentice Hall,9780130351227.0,2005.0,10.0,508.0
5192624,3755,2938,Database Design and Management: An Applied Approach,Nick Dowling,Continuum International Publishing Group,9780826453907,2001.0,1,128.0,Database Design And Management: An Applied Approach,"David Stamper,Wilson Price",,9780071009348.0,,,
5192911,3755,3510,Database Design and Management: An Applied Approach,Nick Dowling,Continuum International Publishing Group,9780826453907,2001.0,1,128.0,Database Design & Management: An Applied Approach,David Stamper,,9780079096975.0,,,
5194561,3756,3041,Cold Fusion 2.0 Web Database Construction Kit,"Ben Forta,David Watts,Leon Chalnick,David E. Crawford,Steven D. Drucker",Que,9780789709707,1996.0,12,832.0,The Cold Fusion Web Database Construction Kit,"Ben Forta,Leon Chalnick,David Watts",Que,9780789709707.0,1997.0,2.0,786.0
5197613,3758,2918,Handbook of Carcinogenic Potency and Genotoxicity Databases,"Lois Swirsky Gold,Errol Zeiger",Taylor & Francis,9780849326844,1996.0,11,768.0,Handbook of Carcinogenic Potency and Genotoxicity Databases,Lois Swirsky Gold,CRC Press,9780849326844.0,1996.0,11.0,768.0
5205727,3763,1650,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Database Management Systems,"Raghu Ramakrishnan,Johannes Gehrke",McGraw-Hill,9780072465631.0,2002.0,8.0,1104.0
5205855,3763,1948,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Fundamentals of Database Management Systems,Mark L. Gillenson,John Wiley & Sons,9780470624708.0,2011.0,12.0,395.0
5205888,3763,2012,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Multimedia Database Management Systems,B. Prabhakaran,Springer,9780792397847.0,1996.0,10.0,206.0
5205902,3763,2040,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Understanding Database Management Systems,Robert M. Mattison,McGraw-Hill Companies,9780070499997.0,1997.0,9.0,666.0
5205999,3763,2202,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Database Management Systems,"Raghu Ramakrishnan,Ramakrishnan",McGraw Hill Higher Education,9780071231510.0,2002.0,9.0,936.0
5206031,3763,2247,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Database Management Systems,Gerald V. Post,McGraw-Hill/Irwin,9780071111805.0,2002.0,,424.0
5206135,3763,2434,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Distributed Database Management Systems,"Olin H Bray,William Stieger",Lexington Books,9780669033960.0,1982.0,1.0,163.0
5206142,3763,2448,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,UNIX Database Management Systems,Ulka Rodgers,Yourdon Press,9780139455933.0,1989.0,11.0,338.0
5206177,3763,2522,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Multimedia Database Management Systems,Guojun Lu,Artech House Publishers,9780890063422.0,1999.0,9.0,373.0
5206218,3763,2600,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Understanding Database Management Systems,Joseph A. Vasta,Wadsworth Publishing Company,9780534100742.0,1989.0,1.0,518.0
5206268,3763,2701,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Using Database Management Systems,Open University,Open University Worldwide,9780749220273.0,1991.0,1.0,72.0
5206269,3763,2702,Multimedia Database Management Systems,Guojun Lu,"Artech House, Incorporated",9780890063422,1999.0,9,400.0,Database Management Systems,Ben Shneiderman,AFIPS Press,9780882830148.0,,,137.0
5207831,3764,2120,Practical Issues in Database Management: A Reference for the Thinking Practitioner / Edition 1,Fabian Pascal,Addison-Wesley,9780201485554,2000.0,5,288.0,Practical Issues in Database Management: A Reference for the Thinking Practitioner,Fabian Pascal,Addison-Wesley Professional,9780201485554.0,2000.0,6.0,288.0
5215318,3770,2993,Database Processing with Fourth Generation Languages,Gary W. Hansen,Cengage South-Western,9780538106207,1990.0,11,450.0,Database Processing with Fourth Generation Languages,Gary W. Hansen,Thomson South-Western,9780538106207.0,1988.0,11.0,312.0
5235081,3789,52,Java 2 Database Programming for Dummies,"Jim Keogh,James Edward Keogh",Wiley,9780764508813,2001.0,10,408.0,Java Programming for Dummies: With CD,"Donald J. Koosis,David Koosis,David S. Koosis",For Dummies,9780764501418.0,1997.0,7.0,384.0
5235345,3789,505,Java 2 Database Programming for Dummies,"Jim Keogh,James Edward Keogh",Wiley,9780764508813,2001.0,10,408.0,Java Database Programming Bible,John O'Donahue,Wiley,9780764549243.0,2002.0,8.0,720.0
5235480,3789,799,Java 2 Database Programming for Dummies,"Jim Keogh,James Edward Keogh",Wiley,9780764508813,2001.0,10,408.0,Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies Java 2 Database Programming for Dummies,Jim Keogh,For Dummies,9780764508813.0,2001.0,10.0,408.0
5235906,3789,1748,Java 2 Database Programming for Dummies,"Jim Keogh,James Edward Keogh",Wiley,9780764508813,2001.0,10,408.0,Java Database Programming,"Alan R. Williamson,Ceri Moran,D.G. Williamson",Prentice Hall PTR,9780137379170.0,1997.0,11.0,439.0
5236436,3789,2779,Java 2 Database Programming for Dummies,"Jim Keogh,James Edward Keogh",Wiley,9780764508813,2001.0,10,408.0,Visual Basic .Net Database Programming for Dummies,Richard Mansfield,For Dummies,9780764508745.0,2001.0,11.0,412.0
5236456,3789,2814,Java 2 Database Programming for Dummies,"Jim Keogh,James Edward Keogh",Wiley,9780764508813,2001.0,10,408.0,Visual Basic 6 Database Programming for Dummies,Richard Mansfield,For Dummies,9780764506253.0,1999.0,9.0,375.0
5242915,3793,2028,Blackstone's Police Operational Handbook 2016: Law & Practice and Procedure Pack,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson,Clive Harfield",Oxford University Press,9780198743392,2015.0,12,1616.0,Blackstone's Police Operational Handbook,"Police National Legal Database,Fraser Sampson","Oxford University Press, USA",9780199229284.0,2008.0,3.0,777.0
5243547,3793,3216,Blackstone's Police Operational Handbook 2016: Law & Practice and Procedure Pack,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson,Clive Harfield",Oxford University Press,9780198743392,2015.0,12,1616.0,Blackstone's Police Operational Handbook 2016: Law & Practice and Procedure Pack,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson,Clive Harfield","Oxford University Press, USA",9780198743392.0,2015.0,12.0,1616.0
5243688,3793,3486,Blackstone's Police Operational Handbook 2016: Law & Practice and Procedure Pack,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson,Clive Harfield",Oxford University Press,9780198743392,2015.0,12,1616.0,Blackstone's Police Operational Handbook 2011: Law,Police National Legal Database (PNLD),"Oxford University Press, USA",9780199595198.0,2011.0,3.0,912.0
5243689,3793,3487,Blackstone's Police Operational Handbook 2016: Law & Practice and Procedure Pack,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson,Clive Harfield",Oxford University Press,9780198743392,2015.0,12,1616.0,Blackstone's Police Operational Handbook 2012: Law,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson","Oxford University Press, USA",9780199642304.0,2012.0,2.0,900.0
5252898,3800,1945,Foundations of Databases: The Logical Level / Edition 1,Serge Abiteboul,Pearson,9780201537710,1995.0,1,685.0,Foundations of Databases: The Logical Level,"Serge Abiteboul,Richard   Hull",Pearson,9780201537710.0,1994.0,12.0,685.0
5256798,3802,2182,"Database Systems: Design, Implementation, and Management / Edition 4","Peter Rob,Carlos Coronel,Carlos Coronel","Course Technology, Inc.",9780760010907,1999.0,11,776.0,"Database Systems: A Practical Approach to Design, Implementation and Management",Thomas Connolly,Addison Wesley Longman,9780201708578.0,2001.0,8.0,848.0
5256841,3802,2241,"Database Systems: Design, Implementation, and Management / Edition 4","Peter Rob,Carlos Coronel,Carlos Coronel","Course Technology, Inc.",9780760010907,1999.0,11,776.0,"Database Systems: Principles, Design, and Implementation",Catherine M. Ricardo,MacMillan Publishing Company,9780023996658.0,1990.0,1.0,576.0
5256844,3802,2246,"Database Systems: Design, Implementation, and Management / Edition 4","Peter Rob,Carlos Coronel,Carlos Coronel","Course Technology, Inc.",9780760010907,1999.0,11,776.0,"Database Systems: A Practical Approach to Design, Implementation and Management","Thomas M. Connolly,Carolyn Begg",Addison Wesley,9780321210258.0,2004.0,5.0,1424.0
5256912,3802,2356,"Database Systems: Design, Implementation, and Management / Edition 4","Peter Rob,Carlos Coronel,Carlos Coronel","Course Technology, Inc.",9780760010907,1999.0,11,776.0,"Database Systems: A Practical Approach to Design, Implementation, and Management","Carolyn Begg,Thomas Connolly",Addison Wesley Publishing Company,9780321181053.0,2002.0,12.0,0.0
5256977,3802,2493,"Database Systems: Design, Implementation, and Management / Edition 4","Peter Rob,Carlos Coronel,Carlos Coronel","Course Technology, Inc.",9780760010907,1999.0,11,776.0,"Database Systems: Design, Implementation, And Management",Peter Rob,,9780619160333.0,,,
5257362,3802,3264,"Database Systems: Design, Implementation, and Management / Edition 4","Peter Rob,Carlos Coronel,Carlos Coronel","Course Technology, Inc.",9780760010907,1999.0,11,776.0,Database Systems: Management and Design,"Phil Pratt,Philip J. Pratt,Phil Pratt",Boyd & Fraser Pub. Co.,9780878355792.0,1991.0,12.0,826.0
5259345,3804,2664,Database Applications Semantics / Edition 1,L. Mark,Springer US,9780412726002,1996.0,10,613.0,Database Applications Semantics,Meersman,Springer,9780412726002.0,1996.0,10.0,613.0
5260466,3806,2594,New Trends in Intelligent Information and Database Systems,"Dariusz Barbucha,Ngoc Thanh Nguyen,John Batubara",Springer International Publishing,9783319162102,2015.0,5,2015.0,Intelligent Information and Database Systems,"Ngoc Thanh Nguyen,Chong-gun Kim,Adam Janiak",Springer,9783642200403.0,2011.0,4.0,600.0
